"","hgnc_symbol","entrezgene"
"1151","RAD18",56852
"1152","TUBB8",347688
"1153","SAC3D1",29901
"1154","TSPAN15",23555
"1155","CALR",811
"1156","SYNE2",23224
"1157","ISOC1",51015
"1158","SSX4",6759
"1159","PIK3R4",30849
"1160","HIST1H2BN",8341
"1161","RPL30",6156
"1162","PLA2G2D",26279
"1163","RAB25",57111
"1164","TFR2",7036
"1165","CSNK2B",1460
"1166","EFR3B",22979
"1167","BNIPL",149428
"1168","SPAG6",9576
"1169","MCOLN2",255231
"1170","SLC7A7",9056
"1171","POC1A",25886
"1172","RHBG",57127
"1173","CCDC24",149473
"1174","FN3KRP",79672
"1175","SNORD89",692205
"1176","CST7",8530
"1177","SZT2",23334
"1178","PLA2R1",22925
"1179","ARID1A",8289
"1180","ADAD1",132612
"1181","FAM160B2",64760
"1182","FAAP24",91442
"1183","FHAD1",114827
"1184","WBP1",23559
"1185","PSMB7",5695
"1186","SMCHD1",23347
"1187","CAPZA1",829
"1188","SPATA13",221178
"1189","BRD7",29117
"1190","XRCC2",7516
"1191","ROM1",6094
"1192","IRGQ",126298
"1193","SIRPB1",10326
"1194","RNF138",51444
"1195","WWC1",23286
"1196","ERCC8",1161
"1197","CDADC1",81602
"1198","IQCJ",654502
"1199","RNF168",165918
"1200","TMEM218",219854
"1201","CLSTN1",22883
"1202","RNU5E-1",26829
"1203","NLRP4",147945
"1204","RNASE8",122665
"1205","HBEGF",1839
"1206","HLA-E",3133
"1207","ZNF343",79175
"1208","KMT5B",51111
"1209","CRHR1",1394
"1210","CTBP2",1488
"1211","HIBCH",26275
"1212","SLC29A2",3177
"1213","ERMAP",114625
"1214","L2HGDH",79944
"1215","UBAP1",51271
"1216","C12orf45",121053
"1217","FAM184B",27146
"1218","INS",3630
"1219","PPP4R3B",57223
"1220","TNFRSF1A",7132
"1221","HLA-DMB",3109
"1222","SOD1",6647
"1223","BACH1",571
"1224","ARHGAP27",201176
"1225","CHCHD10",400916
"1226","BRINP1",1620
"1227","MRPL53",116540
"1228","CGNL1",84952
"1229","MCCC1",56922
"1230","SLC24A3",57419
"1231","PTPN12",5782
"1232","SLC38A4",55089
"1233","KBTBD8",84541
"1234","PPARGC1A",10891
"1235","",100192420
"1236","C4orf17",84103
"1237","APOM",55937
"1238","ITPK1",3705
"1239","PPIAL4E",730262
"1240","TIA1",7072
"1241","CR1L",1379
"1242","UBL7",84993
"1243","CACYBP",27101
"1244","HDAC8",55869
"1245","FNBP4",23360
"1246","UNC13B",10497
"1247","VIPAS39",63894
"1248","TACR2",6865
"1249","ENTPD1",953
"1250","PSMB8",5696
"1251","ZBED5",58486
"1252","FAAP100",80233
"1253","MFHAS1",9258
"1254","XYLT1",64131
"1255","ECHDC2",55268
"1256","TMPRSS6",164656
"1257","SLC12A7",10723
"1258","TTC31",64427
"1259","SYCE1",93426
"1260","CXCR3",2833
"1261","YY1AP1",55249
"1262","HMGCR",3156
"1263","DNAJC21",134218
"1264","GRHL2",79977
"1265","OR51I2",390064
"1266","DEFB131",644414
"1267","OR5H2",79310
"1268","SEMA7A",8482
"1269","POU3F4",5456
"1270","TBC1D9",23158
"1271","KIAA0391",9692
"1272","SMC5",23137
"1273","C2CD2",25966
"1274","WIPF1",7456
"1275","CCL14",6358
"1276","CREG2",200407
"1277","GSTA3",2940
"1278","OR1J4",26219
"1279","C1orf21",81563
"1280","HTR3E",285242
"1281","LINC00189",193629
"1282","MAP3K14",9020
"1283","OR4X1",390113
"1284","AKR1A1",10327
"1285","LINC00320",387486
"1286","ATL3",25923
"1287","BLOC1S5",63915
"1288","OR4S1",256148
"1289","LTA",4049
"1290","C7orf33",202865
"1291","CORO1B",57175
"1292","MTSS1L",92154
"1293","NPIPB5",613037
"1294","NPIPB5",100132247
"1295","LIFR",3977
"1296","GNAT3",346562
"1297","C1orf53",388722
"1298","ZNF727",442319
"1299","FRY",10129
"1300","CD38",952
"1301","POLR2M",81488
"1302","B3GALT2",8707
"1303","MESP1",55897
"1304","DPP9",91039
"1305","NFASC",23114
"1306","SPG7",6687
"1307","YEATS2",55689
"1308","LPO",4025
"1309","MGAT5",4249
"1310","SOCS1",8651
"1311","XAGE5",170627
"1312","C3orf14",57415
"1313","AMOTL2",51421
"1314","POLR1A",25885
"1315","",26070
"1316","IP6K2",51447
"1317","LILRA2",11027
"1318","FRRS1",391059
"1319","DHRS7C",201140
"1320","WDR33",55339
"1321","LCE1D",353134
"1322","CD14",929
"1323","PHOX2B",8929
"1324","MYH9",4627
"1325","CLCN5",1184
"1326","OR7D4",125958
"1327","NSDHL",50814
"1328","IL13RA2",3598
"1329","DPF1",8193
"1330","EDN2",1907
"1331","MCCD1",401250
"1332","CABIN1",23523
"1333","KRTAP6-3",337968
"1334","C16orf78",123970
"1335","PBX2",5089
"1336","TAS2R43",259289
"1337","GLYCTK",132158
"1338","ACPP",55
"1339","CXorf49B",100132994
"1340","H1FX",8971
"1341","ZNF443",10224
"1342","CRAT",1384
"1343","NFKBIZ",64332
"1344","COMMD7",149951
"1345","TMTC4",84899
"1346","CCNT2",905
"1347","TNIP3",79931
"1348","LZTS1",11178
"1349","IL36G",56300
"1350","SHC2",25759
"1351","YTHDF1",54915
"1352","PCNX3",399909
"1353","OR4K14",122740
"1354","LAYN",143903
"1355","ZMAT3",64393
"1356","DDA1",79016
"1357","CYP2E1",1571
"1358","STUB1",10273
"1359","TMED6",146456
"1360","S100A2",6273
"1361","C6orf89",221477
"1362","FAM182B",728882
"1363","GKN1",56287
"1364","ZNF33A",7581
"1365","NAXE",128240
"1366","CNTNAP2",26047
"1367","GAD1",2571
"1368","LGALS9B",284194
"1369","NFKBIL1",4795
"1370","CCIN",881
"1371","TMCC2",9911
"1372","REST",5978
"1373","ADGRE4P",326342
"1374","RGPD4-AS1",729121
"1375","ZNF573",126231
"1376","ZNF426",79088
"1377","HBG2",3048
"1378","TM4SF1",4071
"1379","EIF2AK3",9451
"1380","PRSS53",339105
"1381","CPEB4",80315
"1382","KLK7",5650
"1383","KIR3DL2",3812
"1384","LARP4",113251
"1385","CREB3L1",90993
"1386","COMTD1",118881
"1387","GNAI2",2771
"1388","PANK1",53354
"1389","GNAI3",2773
"1390","NME1-NME2",654364
"1391","CACNA2D4",93589
"1392","IDE",3416
"1393","ZBTB12",221527
"1394","EDAR",10913
"1395","SF3B2",10992
"1396","SLC39A7",7922
"1397","CADM3",57863
"1398","DHFR2",200895
"1399","FCAMR",83953
"1400","GPRASP2",114928
"1401","TAS2R1",50834
"1402","WFDC1",58189
"1403","CPSF2",53981
"1404","NUP188",23511
"1405","OR1L8",138881
"1406","ASTL",431705
"1407","ZFYVE21",79038
"1408","CCDC74A",90557
"1409","TAAR2",9287
"1410","ADAMTSL5",339366
"1411","",400804
"1412","GHITM",27069
"1413","EVX2",344191
"1414","UBE2QL1",134111
"1415","BTBD6",90135
"1416","KLHL6",89857
"1417","SLC35B2",347734
"1418","MKNK1",8569
"1419","CYP26B1",56603
"1420","RGR",5995
"1421","SLC25A52",147407
"1422","CLDN8",9073
"1423","FAM3B",54097
"1424","ZHX1",11244
"1425","GUCY1A2",2977
"1426","CFHR1",3078
"1427","TRIM31",11074
"1428","AMER1",139285
"1429","AS3MT",57412
"1430","RPS11",6205
"1431","OMA1",115209
"1432","NOA1",84273
"1433","MPV17L2",84769
"1434","ARHGAP39",80728
"1435","PRR7",80758
"1436","UBE4A",9354
"1437","GSS",2937
"1438","UNC93A",54346
"1439","FERMT1",55612
"1440","SERF2",10169
"1441","CLCN2",1181
"1442","CEND1",51286
"1443","OR5T3",390154
"1444","FCRLA",84824
"1445","TUBB",203068
"1446","OSR2",116039
"1447","FAM193B",54540
"1448","ZNF569",148266
"1449","SLAIN2",57606
"1450","STX2",2054
"1451","SH2D6",284948
"1452","",729614
"1453","LIN7C",55327
"1454","MIER1",57708
"1455","SPACA6",147650
"1456","ASPDH",554235
"1457","TRMT1",55621
"1458","C1GALT1C1",29071
"1459","GTF2H5",404672
"1460","POLDIP2",26073
"1461","CYC1",1537
"1462","UGT1A4",54657
"1463","CNTN2",6900
"1464","GDA",9615
"1465","NPPB",4879
"1466","CD58",965
"1467","SPHK2",56848
"1468","RPL36AL",6166
"1469","TAS2R14",50840
"1470","CHCHD1",118487
"1471","PCDHGB6",56100
"1472","",81691
"1473","NCAPD3",23310
"1474","SEC23IP",11196
"1475","C3orf52",79669
"1476","KCNAB2",8514
"1477","FAM127C",441518
"1478","PRRT1",80863
"1479","KLK8",11202
"1480","TMEM178A",130733
"1481","PRR3",80742
"1482","PLK3",1263
"1483","TRIM59",286827
"1484","TMEM26",219623
"1485","ALDH9A1",223
"1486","TMSB15A",11013
"1487","CLEC4C",170482
"1488","AP2A2",161
"1489","IFNL2",282616
"1490","EDNRA",1909
"1491","LAD1",3898
"1492","MBD4",8930
"1493","TMEM14C",51522
"1494","GALNS",2588
"1495","SOX7",83595
"1496","FBXW2",26190
"1497","XYLB",9942
"1498","LAMA5",3911
"1499","PPP1R11",6992
"1500","ADGRL4",64123
"1501","IYD",389434
"1502","ASB12",142689
"1503","CA5B",11238
"1504","PCDHGB4",8641
"1505","TRIM15",89870
"1506","STXBP5L",9515
"1507","PHEX",5251
"1508","CST2",1470
"1509","DIRAS1",148252
"1510","EEF2K",29904
"1511","LZTR1",8216
"1512","CTDP1",9150
"1513","NUDCD2",134492
"1514","CA13",377677
"1515","BMP4",652
"1516","SH3PXD2B",285590
"1517","BTBD17",388419
"1518","ARAF",369
"1519","LRCH1",23143
"1520","NELFCD",51497
"1521","PRM2",5620
"1522","ZNF740",283337
"1523","TRIM21",6737
"1524","LRRC29",26231
"1525","SLC6A10P",386757
"1526","CCDC151",115948
"1527","",642929
"1528","RNF5",6048
"1529","NBPF9",400818
"1530","FANCI",55215
"1531","EFNB2",1948
"1532","CCDC186",55088
"1533","MPRIP",23164
"1534","HSPA9",3313
"1535","WDR27",253769
"1536","RXFP3",51289
"1537","RAB3A",5864
"1538","TTLL7",79739
"1539","RMI2",116028
"1540","KIF12",113220
"1541","SEC31B",25956
"1542","ARID4A",5926
"1543","ZNF670",93474
"1544","STX19",415117
"1545","SCLY",51540
"1546","FAM221B",392307
"1547","COLEC10",10584
"1548","DEC1",50514
"1549","WDR1",9948
"1550","DCN",1634
"1551","MAS1L",116511
"1552","TRIM64",120146
"1553","DDX6",1656
"1554","NUDT12",83594
"1555","NSUN3",63899
"1556","LIPF",8513
"1557","S1PR2",9294
"1558","PTK7",5754
"1559","NCBP2",22916
"1560","PHLPP2",23035
"1561","CD5",921
"1562","TMPO",7112
"1563","ASB8",140461
"1564","RDH12",145226
"1565","NHSL2",340527
"1566","PDSS2",57107
"1567","GHSR",2693
"1568","VDAC2",7417
"1569","ANAPC16",119504
"1570","PDE4C",5143
"1571","GRK1",6011
"1572","TXK",7294
"1573","CRYGA",1418
"1574","ACP6",51205
"1575","FIS1",51024
"1576","HTATIP2",10553
"1577","CEP120",153241
"1578","ARHGEF2",9181
"1579","EDEM2",55741
"1580","ZNF703",80139
"1581","SEMA6A",57556
"1582","CXCR4",7852
"1583","TET1",80312
"1584","ELF5",2001
"1585","RAMP3",10268
"1586","FXR2",9513
"1587","CACNA2D1",781
"1588","COG7",91949
"1589","SSH1",54434
"1590","DHX15",1665
"1591","KRI1",65095
"1592","HOMEZ",57594
"1593","MSMB",4477
"1594","GOLGA8B",23015
"1595","GOLGA8B",440270
"1596","AQP11",282679
"1597","TRIM40",135644
"1598","CST8",10047
"1599","RGAG4",340526
"1600","FBXL22",283807
"1601","CHGB",1114
"1602","C19orf43",79002
"1603","CCNF",899
"1604","CD177",57126
"1605","PLXNA1",5361
"1606","NRM",11270
"1607","TPI1P2",286016
"1608","TMEM126A",84233
"1609","ACAA2",10449
"1610","FKBPL",63943
"1611","COMMD3",23412
"1612","TNP2",7142
"1613","INTS6",26512
"1614","KHNYN",23351
"1615","ARHGEF6",9459
"1616","TRPV6",55503
"1617","TFAP4",7023
"1618","TLN2",83660
"1619","NPAS1",4861
"1620","SLC30A8",169026
"1621","TFPI2",7980
"1622","DPEP3",64180
"1623","LINC00638",196872
"1624","CCDC43",124808
"1625","OGFOD2",79676
"1626","SSBP1",6742
"1627","OLIG2",10215
"1628","TARS2",80222
"1629","FAM3D",131177
"1630","RMDN2",151393
"1631","FAM166A",401565
"1632","TMEM249",340393
"1633","AQP2",359
"1634","RNF32",140545
"1635","C17orf98",388381
"1636","SNX17",9784
"1637","MYH14",79784
"1638","TNMD",64102
"1639","DSTYK",25778
"1640","NDUFS4",4724
"1641","NAPA",8775
"1642","TRPV1",7442
"1643","L3HYPDH",112849
"1644","SERINC4",619189
"1645","QSOX1",5768
"1646","RWDD2B",10069
"1647","FAM196A",642938
"1648","CMTM7",112616
"1649","MRTO4",51154
"1650","MAPK15",225689
"1651","GPRIN1",114787
"1652","IDUA",3425
"1653","CHRNA6",8973
"1654","CCDC14",64770
"1655","OR11L1",391189
"1656","KANSL2",54934
"1657","ATXN10",25814
"1658","SMOC2",64094
"1659","TCEAL9",51186
"1660","CD22",933
"1661","CRYZL1",9946
"1662","TBX22",50945
"1663","TRAPPC6A",79090
"1664","ADNP2",22850
"1665","STK25",10494
"1666","OVCH2",341277
"1667","NUP62CL",54830
"1668","LAMTOR5",10542
"1669","ABL2",27
"1670","GARS",2617
"1671","STX11",8676
"1672","EGR3",1960
"1673","STAG2",10735
"1674","AGBL5",60509
"1675","TOP3A",7156
"1676","GTF2H2",2966
"1677","CFAP157",286207
"1678","TFCP2",7024
"1679","SARAF",51669
"1680","PYROXD1",79912
"1681","IFNL1",282618
"1682","PRSS3",5646
"1683","MAPK8",5599
"1684","HIST2H2AA3",8337
"1685","FAHD2A",51011
"1686","C1orf27",54953
"1687","LRRC37A3",374819
"1688","LTB",4050
"1689","ATRN",8455
"1690","TCF25",22980
"1691","POLR2B",5431
"1692","ADGRF5",221395
"1693","MBD3L5",284428
"1694","ZC3H8",84524
"1695","IFT43",112752
"1696","SNX19",399979
"1697","CRKL",1399
"1698","CYP2R1",120227
"1699","CD200",4345
"1700","DNAAF3",352909
"1701","HMGN5",79366
"1702","RPA2",6118
"1703","RPF1",80135
"1704","STAT5A",6776
"1705","CPNE4",131034
"1706","SGO1",151648
"1707","GLIDR",389741
"1708","HOXC12",3228
"1709","LINC01119",100134259
"1710","SEL1L3",23231
"1711","DNAL4",10126
"1712","SERINC1",57515
"1713","C21orf62",56245
"1714","MKNK2",2872
"1715","TRAPPC13",80006
"1716","RBM34",23029
"1717","TMEM167B",56900
"1718","TMBIM1",64114
"1719","",26077
"1720","MANEAL",149175
"1721","OR2A4",79541
"1722","PTPN4",5775
"1723","VPS52",6293
"1724","CHCHD3",54927
"1725","BTN3A3",10384
"1726","ABRA",137735
"1727","FGGY",55277
"1728","USP26",83844
"1729","ECHDC1",55862
"1730","PBDC1",51260
"1731","RNH1",6050
"1732","LYN",4067
"1733","FAM167B",84734
"1734","ZBTB25",7597
"1735","CEACAM7",1087
"1736","MOSPD1",56180
"1737","CYP2A7",1549
"1738","SCAMP5",192683
"1739","LCK",3932
"1740","A2ML1",144568
"1741","INPP5E",56623
"1742","EHHADH",1962
"1743","ALDH3B2",222
"1744","BBS5",129880
"1745","TPTEP1",387590
"1746","AKAP5",9495
"1747","C1orf194",127003
"1748","RIPK2",8767
"1749","PAQR6",79957
"1750","SH3GL3",6457
"1751","CCDC57",284001
"1752","HCG22",285834
"1753","MEGF11",84465
"1754","PRPF40B",25766
"1755","CCDC33",80125
"1756","C6orf106",64771
"1757","EVI5L",115704
"1758","POLDIP3",84271
"1759","FAM204A",63877
"1760","PEX19",5824
"1761","C9",735
"1762","COL4A3",1285
"1763","ZNF274",10782
"1764","RNF122",79845
"1765","MNX1",3110
"1766","BFSP1",631
"1767","SMAD7",4092
"1768","TIPRL",261726
"1769","METTL26",84326
"1770","POU4F2",5458
"1771","FRMPD1",22844
"1772","PTMS",5763
"1773","GAD2",2572
"1774","HOXD11",3237
"1775","LINC00410",144776
"1776","HSPA1A",3303
"1777","ACOXL",55289
"1778","BAHCC1",57597
"1779","ZNF649",65251
"1780","MIR4697HG",283174
"1781","NHLRC3",387921
"1782","BRF1",2972
"1783","ELAC1",55520
"1784","TNNI3",7137
"1785","ADPRHL1",113622
"1786","DEFB127",140850
"1787","MDFI",4188
"1788","ISCA2",122961
"1789","TEX13A",56157
"1790","ARL4C",10123
"1791","UBE4B",10277
"1792","CRYBG3",131544
"1793","SNX14",57231
"1794","GRAMD1C",54762
"1795","CC2D1B",200014
"1796","WTIP",126374
"1797","SNN",8303
"1798","CD84",8832
"1799","TLDC2",140711
"1800","STIM1",6786
"1801","DEFB104A",140596
"1802","MARCH6",10299
"1803","BRD1",23774
"1804","ZNF528",84436
"1805","SNORD84",692199
"1806","DBI",1622
"1807","AANAT",15
"1808","TAS2R19",259294
"1809","SHE",126669
"1810","CWC27",10283
"1811","HIST2H2BE",8349
"1812","LCE2B",26239
"1813","MYLIP",29116
"1814","ELL3",80237
"1815","TAS2R50",259296
"1816","CCDC107",203260
"1817","BRIP1",83990
"1818","FAM72A",728833
"1819","FAM72A",729533
"1820","PAX3",5077
"1821","RNASET2",8635
"1822","EPS8",2059
"1823","TECTB",6975
"1824","ADAMTS14",140766
"1825","TUT1",64852
"1826","ZNF177",7730
"1827","MTOR",2475
"1828","PGLS",25796
"1829","KLF6",1316
"1830","CRIP2",1397
"1831","CDON",50937
"1832","NANOG",79923
"1833","WIZ",58525
"1834","ARHGAP12",94134
"1835","ERAL1",26284
"1836","",84820
"1837","CNNM4",26504
"1838","CDK20",23552
"1839","IFT22",64792
"1840","AFDN",4301
"1841","FUT2",2524
"1842","NLK",51701
"1843","MROH1",727957
"1844","TLX2",3196
"1845","TMEM87B",84910
"1846","OSBPL1A",114876
"1847","APOL2",23780
"1848","PHF2",5253
"1849","VKORC1",79001
"1850","NLRP1",22861
"1851","S100A5",6276
"1852","MYO1G",64005
"1853","SCARNA16",677781
"1854","HIST1H1B",3009
"1855","HIST1H2BM",8342
"1856","TFCP2L1",29842
"1857","AKR1B15",441282
"1858","TMEM242",729515
"1859","IDI2",91734
"1860","PRKAR1A",5573
"1861","XAB2",56949
"1862","LINC01565",23434
"1863","MYF6",4618
"1864","OR4Q3",441669
"1865","OR7D2",162998
"1866","IFNA5",3442
"1867","SPRED2",200734
"1868","DERA",51071
"1869","SYCE3",644186
"1870","HVCN1",84329
"1871","PTPRM",5797
"1872","OR4F17",81099
"1873","DCP1B",196513
"1874","C6orf15",29113
"1875","RNPS1",10921
"1876","MAGEB16",139604
"1877","HIST1H4K",8362
"1878","MALSU1",115416
"1879","DEFB128",245939
"1880","CCDC134",79879
"1881","LGALS3BP",3959
"1882","PLEKHO1",51177
"1883","TXNDC8",255220
"1884","HIST1H2AM",8336
"1885","CDIP1",29965
"1886","COLEC12",81035
"1887","NUMA1",4926
"1888","DAZL",1618
"1889","BAD",572
"1890","NCBP3",55421
"1891","SIPA1L2",57568
"1892","PEG3",5178
"1893","ZNF112",7771
"1894","PCSK7",9159
"1895","ZBTB5",9925
"1896","RXFP1",59350
"1897","CFB",629
"1898","TRDN",10345
"1899","C5orf24",134553
"1900","WHRN",25861
"1901","CBFB",865
"1902","CDKN2AIPNL",91368
"1903","CACNG8",59283
"1904","AGO3",192669
"1905","TBX1",6899
"1906","MRPL40",64976
"1907","MYBL1",4603
"1908","TOMM5",401505
"1909","PROZ",8858
"1910","ZIM2",23619
"1911","NUP93",9688
"1912","SETD7",80854
"1913","DMRTB1",63948
"1914","NAPEPLD",222236
"1915","PROB1",389333
"1916","MAPT-AS1",100128977
"1917","MDM2",4193
"1918","PRB3",5544
"1919","B3GNT4",79369
"1920","ITGB3",3690
"1921","CSF1",1435
"1922","CDK8",1024
"1923","LRBA",987
"1924","CCDC83",220047
"1925","WNT9A",7483
"1926","PCDHGC3",5098
"1927","MYOG",4656
"1928","TSGA10",80705
"1929","PCF11",51585
"1930","MFSD14A",64645
"1931","NMT2",9397
"1932","SPATA32",124783
"1933","PRIMPOL",201973
"1934","PLK2",10769
"1935","NR1D2",9975
"1936","SLC16A11",162515
"1937","NCOR1",9611
"1938","RHBDL3",162494
"1939","SLC9A7",84679
"1940","SRCIN1",80725
"1941","LAMC1",3915
"1942","SAMD12",401474
"1943","ZBED6CL",113763
"1944","LEKR1",389170
"1945","CEBPA",1050
"1946","MLXIPL",51085
"1947","DEFB125",245938
"1948","TAAR8",83551
"1949","CENPS",378708
"1950","CEBPA-AS1",80054
"1951","SYNDIG1L",646658
"1952","TNFRSF25",8718
"1953","CCL11",6356
"1954","CFAP53",220136
"1955","PRCP",5547
"1956","DPCR1",135656
"1957","IL4",3565
"1958","PKN3",29941
"1959","TXNDC11",51061
"1960","VN1R1",57191
"1961","SPATA31A6",389730
"1962","MKKS",8195
"1963","ST3GAL5",8869
"1964","UGT2B15",7366
"1965","TMA7",51372
"1966","ANKRD40",91369
"1967","CCKBR",887
"1968","TMEM55B",90809
"1969","P2RY10",27334
"1970","CAPN8",388743
"1971","PLAC8L1",153770
"1972","TIGD5",84948
"1973","TRAF6",7189
"1974","ALX4",60529
"1975","RGPD1",400966
"1976","NUP88",4927
"1977","SPRR2G",6706
"1978","C5AR1",728
"1979","DISP2",85455
"1980","CREBL2",1389
"1981","ZNF182",7569
"1982","HMGB1",3146
"1983","ZNF551",90233
"1984","CEBPG",1054
"1985","YPEL2",388403
"1986","ARHGAP9",64333
"1987","MRM2",29960
"1988","AQP12B",653437
"1989","ZNF134",7693
"1990","MTHFS",10588
"1991","MYOM2",9172
"1992","CPO",130749
"1993","NHLRC2",374354
"1994","PSMD9",5715
"1995","RASAL1",8437
"1996","SEMA4B",10509
"1997","HIST1H4G",8369
"1998","HOXD10",3236
"1999","ZNF621",285268
"2000","RGS7",6000
"2001","PRR15L",79170
"2002","FOXE3",2301
"2003","SEC24B",10427
"2004","PIGB",9488
"2005","CTXN2",399697
"2006","PCDHB4",56131
"2007","CSPP1",79848
"2008","GPR65",8477
"2009","EFTUD2",9343
"2010","TMEM206",55248
"2011","BPY2",9083
"2012","GMPPA",29926
"2013","NELFE",7936
"2014","LINC00479",150135
"2015","TMEM57",55219
"2016","MED30",90390
"2017","CTNND2",1501
"2018","NOTCH1",4851
"2019","SPATA3",130560
"2020","PSG4",5672
"2021","HECA",51696
"2022","RPH3AL",9501
"2023","LSM2",57819
"2024","RPL7L1",285855
"2025","INSIG2",51141
"2026","LHPP",64077
"2027","SPARCL1",8404
"2028","DHX58",79132
"2029","WWP2",11060
"2030","STARD13",90627
"2031","CTU2",348180
"2032","SCNN1D",6339
"2033","CA12",771
"2034","TNFSF11",8600
"2035","DUSP27",92235
"2036","KPNA1",3836
"2037","RASA2",5922
"2038","SH3BP1",23616
"2039","LRFN2",57497
"2040","IER3",8870
"2041","MARK1",4139
"2042","S100A16",140576
"2043","LINC00704",100216001
"2044","LINC00113",54088
"2045","TCAF2",285966
